0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
ŚRODA,2024-12-18 00:00:00,5,,2,1,,,,,,,,,,,,,,,,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,IMMUNOLOGIA CKL5 prof. J. Tabarkiewicz KSW2,,,,,,,,,"IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,6,,2,1,,,,,,,,,,,,,,,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,PEDIATRIA NEURO CKL6 lek B. Rzepka-Migut KSW2,,,,,,,,,,"IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,7,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,8,,2,1,,,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,ORTOPEDIA CKL8 dr  D. Filip KSW2,,,,,,,,,,,,,,,,"IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,9,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210","IMMUNOLOGIA SEM2 
 lek O. Dąbrowska 
G5 sala 210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,10,,3,1,,,,,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,GINEKOLOGIA CKL10 lek.P. Jasielski USK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,11,,3,1,,,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,ANESTEZJOLOGIA CKL11 lek B. Belina KSW2 oddz. Inten. terapii kardiochir,,,,,,,,,,"ANESTEZJOLOGIA CKL11 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL11 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL11 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL11 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL11 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL11 
prof. B. Wołoszczuk-Gębicka CSM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,12,,3,1,,,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,ORTOPEDIA CKL12 LEK D. HANF-OSETEK KSW2,,,,,,,,,,,,,,,,,,,,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,FARM. KLINICZNA CKL12 lek K. Barczak Klinika Nefrologii i Endokrynologii KSW2,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,13,,3,1,,,,,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,GINEKOLOGIA CKL13 prof. B. Obrzut KSW2,,,,,,,,,,,,,,,,,"ANESTEZJOLOGIA CKL13 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL13 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL13 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL13 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL13 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL13 
prof. B. Wołoszczuk-Gębicka CSM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,14,,3,1,,,,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,CH. WEW. PULMO CKL14 lek. R. Niwińska PCCHP,,,,,,,,,,,,,,,,,,,,,,,,"ANESTEZJOLOGIA CKL14 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL14 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL14 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL14 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL14 
prof. B. Wołoszczuk-Gębicka CSM","ANESTEZJOLOGIA CKL14 
prof. B. Wołoszczuk-Gębicka CSM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,15,,3,1,,,,,,,,,"PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK","PSYCHIATRIA CKL15  dr D. Mazurkiewicz, USK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,Ckl,C,S,W,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,16,16,16,16,17,17,17,17,18,18,18,18,19,19,19,19,20,20,20,20,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,Ckl,C,S,W,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,16,,4,2,,,,,,,,,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,REHABILITACJA CKL16 dr G. Przysada KSW2,,,,,,,,,,,,,,,,,,,,,,,,"PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418",,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,17,,4,2,,,,,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,CH. WEW. PULMO CKL17 lek A. Duliban-Wojnar PCCHP,,,,,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,PEDIATRIA NEURO CKL17 prof. L. Perenc KSW2 ,,,,,,,,,,,,,,,"PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418",,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,18,,4,2,,,,,,,,,,,,,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,GINEKOLOGIA CKL18 prof. D. Borowski PROFAMILIA,,,,,,,,,,,,"CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19",,,"PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418",,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,19,,4,2,,,,,,,,,,,,,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,CH. WEW. hemato CKL19  USK ,,,,,,,,,,,,"CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19","CH. WEW. hemato sem
gr 18-19",,,"PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418",,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,20,,5,2,,,,,,,,,,,,,,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL20 dr S. Tokarski PCCHP,,,,,,,,,,,"CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418",,,"PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418",,,,,,,,,,,,,,,,,,,,,,,
ŚRODA,2024-12-18 00:00:00,21,,5,2,,,,,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,IMMUNOLOGIA CKL21 dr S. Tokarski PCCHP,,,,,,,,,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,REHABILITACJA CKL21 dr J. Grzegorczyk Medyk ,,,"CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418","CH. WEW. hemato sem
gr 20-23
G4 sala 418",,,"PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418","PRAWO I MED. SĄDOWA W2 
dr W. Kwietniewski
G4 sala 418",,,,,,,,,,,,,,,,,,,,,,,
